DirectoryPath,Status,NumberOfSlices,MultipleStacks,Contrast,Orientation,NiftiSafe,Is4D,StackCount,TriggerType,DetailedParams,ValidationNote,ContrastBolusAgent,ContrastBolusRoute,ContrastBolusVolume,ContrastBolusTotalDose,ContrastBolusIngredient,ContrastBolusIngredientConcentration,ScanningSequence,SequenceVariant,ScanOptions,MRAcquisitionType,SequenceName,AngioFlag,SliceThickness,RepetitionTime,EchoTime,InversionTime,NumberOfAverages,ImagingFrequency,ImagedNucleus,EchoNumbers,MagneticFieldStrength,SpacingBetweenSlices,NumberOfPhaseEncodingSteps,EchoTrainLength,PixelBandwidth,ReconstructionDiameter,FlipAngle,VariableFlipAngleFlag,DiffusionBValue,ImageType,SOPClassUID,Modality,StudyDescription,SeriesDescription,SeriesNumber,AcquisitionNumber
/home/anastasiia/Downloads/Series_Classification/0001/21,check_geometry,1,False,False,cor,False,False,1,None,NaN,NON_CUBICAL_IMAGE/GANTRY_TILT,NaN,NaN,NaN,NaN,NaN,NaN,SE,SK,FAST_GEMS\SAT_GEMS\SS_GEMS\FS,2D,NaN,N,35,1710.81,832.512,0,1,63.906533,1H,1,1.5,35,NaN,1,122.07,280,90,N,NaN,ORIGINAL_PRIMARY_OTHER,1.2.840.10008.5.1.4.1.1.4,MR,NaN,21,21,1
/home/anastasiia/Downloads/Series_Classification/0001/22,check_geometry,1,False,False,sag,False,False,1,None,NaN,NON_CUBICAL_IMAGE/GANTRY_TILT,NaN,NaN,NaN,NaN,NaN,NaN,SE,SK,FAST_GEMS\SAT_GEMS\SS_GEMS\FS,2D,NaN,N,31,1697.16,834.176,0,1,63.90653,1H,1,1.5,31,NaN,1,122.07,320,90,N,NaN,ORIGINAL_PRIMARY_OTHER,1.2.840.10008.5.1.4.1.1.4,MR,NaN,22,22,1
/home/anastasiia/Downloads/Series_Classification/0001/23,check_geometry,1,False,False,tra,False,False,1,None,NaN,NON_CUBICAL_IMAGE/GANTRY_TILT,NaN,NaN,NaN,NaN,NaN,NaN,SE,SK,FAST_GEMS\SAT_GEMS\SS_GEMS\FS,2D,NaN,N,35,1979.39,970.896,0,1,63.90653,1H,1,1.5,35,NaN,1,122.07,260,90,N,NaN,ORIGINAL_PRIMARY_OTHER,1.2.840.10008.5.1.4.1.1.4,MR,NaN,23,23,1
/home/anastasiia/Downloads/Series_Classification/0001/15,check_geometry,15,False,False,cor,False,False,1,None,NaN,TOO_FEW_SLICES,NaN,NaN,NaN,NaN,NaN,NaN,SE,SK,FAST_GEMS\SAT_GEMS\SS_GEMS\FILTERED_GEMS\PFP\SP,2D,NaN,N,3,802.244,91.104,0,0.55,63.906519,1H,1,1.5,3,NaN,1,244.141,350,90,N,NaN,ORIGINAL_PRIMARY_OTHER,1.2.840.10008.5.1.4.1.1.4,MR,NaN,15,15,1
/home/anastasiia/Downloads/Series_Classification/0001/18,check_geometry,20,False,False,tra,False,False,1,None,NaN,TOO_FEW_SLICES,NaN,NaN,NaN,NaN,NaN,NaN,EP\SE,NONE,EPI_GEMS\FILTERED_GEMS\ACC_GEMS\PFF,2D,NaN,N,8,3000,70.3,0,1,63.906539,1H,1,1.5,10,NaN,1,1953.12,420,90,N,NaN,ORIGINAL_PRIMARY_OTHER,1.2.840.10008.5.1.4.1.1.4,MR,NaN,18,18,1
/home/anastasiia/Downloads/Series_Classification/0001/19,check_geometry,20,False,False,tra,False,False,1,None,NaN,TOO_FEW_SLICES,NaN,NaN,NaN,NaN,NaN,NaN,EP\SE,NONE,EPI_GEMS\FILTERED_GEMS\ACC_GEMS\PFF,2D,NaN,N,8,3000,70.3,0,1,63.906539,1H,1,1.5,10,NaN,1,1953.12,420,90,N,NaN,ORIGINAL_PRIMARY_OTHER,1.2.840.10008.5.1.4.1.1.4,MR,NaN,19,19,1
/home/anastasiia/Downloads/Series_Classification/0001/16,ok,22,False,False,tra,True,False,1,None,NaN,Valid 3D Grid,NaN,NaN,NaN,NaN,NaN,NaN,GR,SS\SP\SK,FAST_GEMS\SAT_GEMS\EDR_GEMS\FILTERED_GEMS\ACC_GEMS\PFP\SP,2D,NaN,N,8,175,2.104,0,0.75,63.906546,1H,1,1.5,10,NaN,1,488.281,370,90,N,NaN,ORIGINAL_PRIMARY_OTHER,1.2.840.10008.5.1.4.1.1.4,MR,NaN,16,16,1
/home/anastasiia/Downloads/Series_Classification/0001/17,ok,22,False,False,tra,True,False,1,None,NaN,Valid 3D Grid,NaN,NaN,NaN,NaN,NaN,NaN,GR,SS\SP\SK,FAST_GEMS\SAT_GEMS\EDR_GEMS\FILTERED_GEMS\ACC_GEMS\PFP\SP,2D,NaN,N,8,175,4.352,0,0.75,63.906546,1H,2,1.5,10,NaN,1,488.281,370,90,N,NaN,ORIGINAL_PRIMARY_OTHER,1.2.840.10008.5.1.4.1.1.4,MR,NaN,17,17,1
/home/anastasiia/Downloads/Series_Classification/0001/27,check_geometry,15,False,False,tra,False,False,1,None,NaN,TOO_FEW_SLICES,NaN,NaN,NaN,NaN,NaN,NaN,SE,SK,FAST_GEMS\FC_SLICE_AX_GEMS\FC\SAT_GEMS\EDR_GEMS\SS_GEMS\FILTERED_GEMS\PFP\SP,2D,NaN,N,5,810.86,98.784,0,0.55,63.906536,1H,1,1.5,6,NaN,1,244.141,330,90,N,NaN,ORIGINAL_PRIMARY_OTHER,1.2.840.10008.5.1.4.1.1.4,MR,NaN,27,27,1
/home/anastasiia/Downloads/Series_Classification/0001/28,ok,21,False,False,tra,True,False,1,None,NaN,Valid 3D Grid,NaN,NaN,NaN,NaN,NaN,NaN,SE,SK,FAST_GEMS\FC_SLICE_AX_GEMS\FC\SAT_GEMS\EDR_GEMS\TRF_GEMS\FILTERED_GEMS\SP\FS,2D,NaN,N,8,1975,86.336,0,1,63.906543,1H,1,1.5,10,NaN,33,488.281,340,90,N,NaN,ORIGINAL_PRIMARY_OTHER,1.2.840.10008.5.1.4.1.1.4,MR,NaN,28,28,1
/home/anastasiia/Downloads/Series_Classification/0001/5,check_geometry,20,False,False,tra,False,False,1,None,NaN,TOO_FEW_SLICES,NaN,NaN,NaN,NaN,NaN,NaN,SE\IR,SK,FAST_GEMS\FC_SLICE_AX_GEMS\FC\SAT_GEMS\EDR_GEMS\SEQ_GEMS\TRF_GEMS\FT_GEMS\FILTERED_GEMS\ACC_GEMS\SP,2D,NaN,N,8,2350,89.856,149,0.5,63.906546,1H,1,1.5,10,NaN,27,81.3672,340,90,N,NaN,ORIGINAL_PRIMARY_OTHER,1.2.840.10008.5.1.4.1.1.4,MR,NaN,5,5,1
/home/anastasiia/Downloads/Series_Classification/0001/39,ok,52,False,False,cor,True,False,1,None,NaN,Valid 3D Grid,NaN,NaN,NaN,NaN,NaN,NaN,GR,SS\SP\SK,FAST_GEMS\SAT_GEMS\EDR_GEMS\FILTERED_GEMS\VASCTOF_GEMS\FS,3D,NaN,N,8,3.616,1.688,20,1,63.906529,1H,1,1.5,4,NaN,1,488.281,420,12,N,NaN,ORIGINAL_PRIMARY_OTHER,1.2.840.10008.5.1.4.1.1.4,MR,NaN,39,39,1
/home/anastasiia/Downloads/Series_Classification/0001/6,check_geometry,20,False,False,tra,False,False,1,None,NaN,TOO_FEW_SLICES,NaN,NaN,NaN,NaN,NaN,NaN,SE,SK,FAST_GEMS\FC_SLICE_AX_GEMS\FC\SAT_GEMS\EDR_GEMS\TRF_GEMS\FILTERED_GEMS\ACC_GEMS\SP\FS,2D,NaN,N,8,2625,83.216,0,1,63.906546,1H,1,1.5,10,NaN,33,244.141,340,90,N,NaN,ORIGINAL_PRIMARY_OTHER,1.2.840.10008.5.1.4.1.1.4,MR,NaN,6,6,1
/home/anastasiia/Downloads/Series_Classification/0001/34,ok,72,False,False,tra,True,False,1,None,NaN,Valid 3D Grid,NaN,NaN,NaN,NaN,NaN,NaN,GR,SS\SP\SK,FAST_GEMS\SAT_GEMS\EDR_GEMS\FILTERED_GEMS\VASCTOF_GEMS\PFP\FS,3D,NaN,N,6,3.66,1.716,20,0.75,63.90654,1H,1,1.5,2.99999,NaN,1,488.281,400,12,N,NaN,ORIGINAL_PRIMARY_OTHER,1.2.840.10008.5.1.4.1.1.4,MR,NaN,34,34,1
/home/anastasiia/Downloads/Series_Classification/0001/33,ok,72,False,False,tra,True,False,1,None,NaN,Valid 3D Grid,NaN,NaN,NaN,NaN,NaN,NaN,GR,SS\SP\SK,FAST_GEMS\SAT_GEMS\EDR_GEMS\FILTERED_GEMS\VASCTOF_GEMS\PFP\FS,3D,NaN,N,6,3.66,1.716,20,0.75,63.90654,1H,1,1.5,2.99999,NaN,1,488.281,400,12,N,NaN,ORIGINAL_PRIMARY_OTHER,1.2.840.10008.5.1.4.1.1.4,MR,NaN,33,33,1
/home/anastasiia/Downloads/Series_Classification/0001/32,ok,72,False,False,tra,True,False,1,None,NaN,Valid 3D Grid,NaN,NaN,NaN,NaN,NaN,NaN,GR,SS\SP\SK,FAST_GEMS\SAT_GEMS\EDR_GEMS\FILTERED_GEMS\VASCTOF_GEMS\PFP\FS,3D,NaN,N,6,3.66,1.716,20,0.75,63.906543,1H,1,1.5,2.99999,NaN,1,488.281,400,12,N,NaN,ORIGINAL_PRIMARY_OTHER,1.2.840.10008.5.1.4.1.1.4,MR,NaN,32,32,1
/home/anastasiia/Downloads/Series_Classification/0001/35,ok,72,False,False,tra,True,False,1,None,NaN,Valid 3D Grid,NaN,NaN,NaN,NaN,NaN,NaN,GR,SS\SP\SK,FAST_GEMS\SAT_GEMS\EDR_GEMS\FILTERED_GEMS\VASCTOF_GEMS\PFP\FS,3D,NaN,N,6,3.66,1.716,20,0.75,63.90654,1H,1,1.5,2.99999,NaN,1,488.281,400,12,N,NaN,ORIGINAL_PRIMARY_OTHER,1.2.840.10008.5.1.4.1.1.4,MR,NaN,35,35,1
/home/anastasiia/Downloads/Series_Classification/0001/8,ok,21,False,False,tra,True,False,1,None,NaN,Valid 3D Grid,NaN,NaN,NaN,NaN,NaN,NaN,SE,SK,FAST_GEMS\SAT_GEMS\EDR_GEMS\SS_GEMS\FILTERED_GEMS\ACC_GEMS\PFP\SP,2D,NaN,N,8,561.024,89.216,0,0.583333,63.906546,1H,1,1.5,10,NaN,1,488.281,340,90,N,NaN,ORIGINAL_PRIMARY_OTHER,1.2.840.10008.5.1.4.1.1.4,MR,NaN,8,8,1
/home/anastasiia/Downloads/Series_Classification/0002/10,ok,25,False,False,tra,True,False,1,None,NaN,Valid 3D Grid,NaN,NaN,NaN,NaN,NaN,NaN,GR,SP\OSP,SAT2,2D,NaN,N,7,100,4.83,NaN,1,63.620245,1H,2,1.5,8.96,184,1,399,NaN,70,N,NaN,ORIGINAL_PRIMARY_M_NORM_DIS2D,1.2.840.10008.5.1.4.1.1.4,MR,NaN,10,10,1
/home/anastasiia/Downloads/Series_Classification/0002/11,ok,64,False,False,tra,True,False,1,None,NaN,Valid 3D Grid,NaN,NaN,NaN,NaN,NaN,NaN,GR,SP\OSP,PFP\SAT2\SFS,3D,NaN,N,3,5.59,2.38,NaN,1,63.620231,1H,1,1.5,NaN,106,1,250,NaN,10,N,NaN,ORIGINAL_PRIMARY_M_NORM_DIS2D,1.2.840.10008.5.1.4.1.1.4,MR,NaN,11,11,1
/home/anastasiia/Downloads/Series_Classification/0002/12,ok,64,False,True,tra,True,False,1,None,NaN,Valid 3D Grid,MAGNEVIST,NaN,10,0,NaN,0,GR,SP\OSP,PFP\SAT2\SFS,3D,NaN,N,3,5.59,2.38,NaN,1,63.620231,1H,1,1.5,NaN,106,1,250,NaN,10,N,NaN,ORIGINAL_PRIMARY_M_NORM_DIS2D,1.2.840.10008.5.1.4.1.1.4,MR,NaN,12,12,1
/home/anastasiia/Downloads/Series_Classification/0002/13,ok,64,False,True,tra,True,False,1,None,NaN,Valid 3D Grid,MAGNEVIST,NaN,10,0,NaN,0,GR,SP\OSP,PFP\SAT2\SFS,3D,NaN,N,3,5.59,2.38,NaN,1,63.620231,1H,1,1.5,NaN,106,1,250,NaN,10,N,NaN,ORIGINAL_PRIMARY_M_NORM_DIS2D,1.2.840.10008.5.1.4.1.1.4,MR,NaN,13,13,3
/home/anastasiia/Downloads/Series_Classification/0002/14,ok,64,False,True,tra,True,False,1,None,NaN,Valid 3D Grid,MAGNEVIST,NaN,10,0,NaN,0,GR,SP\OSP,PFP\SAT2\SFS,3D,NaN,N,3,5.59,2.38,NaN,1,63.620231,1H,1,1.5,NaN,106,1,250,NaN,10,N,NaN,ORIGINAL_PRIMARY_M_NORM_DIS2D,1.2.840.10008.5.1.4.1.1.4,MR,NaN,14,14,2
/home/anastasiia/Downloads/Series_Classification/0002/15,ok,60,False,True,cor,True,False,1,None,NaN,Valid 3D Grid,MAGNEVIST,NaN,10,0,NaN,0,GR,SP\OSP,PFP\SAT2\SFS,3D,NaN,N,4,5.59,2.38,NaN,1,63.620248,1H,1,1.5,NaN,130,1,250,NaN,10,N,NaN,ORIGINAL_PRIMARY_M_NORM_DIS2D,1.2.840.10008.5.1.4.1.1.4,MR,NaN,15,15,1
/home/anastasiia/Downloads/Series_Classification/0002/2,check_geometry,10,False,False,tra,False,False,1,None,NaN,IMAGE_ORIENTATION_INCONSISTENT,NaN,NaN,NaN,NaN,NaN,NaN,GR,SP\OSP,NaN,2D,NaN,N,8,7,2.5,NaN,1,63.620249,1H,1,1.5,12,225,1,287,NaN,20,N,NaN,ORIGINAL_PRIMARY_M_DIS2D,1.2.840.10008.5.1.4.1.1.4,MR,NaN,2,2,1
/home/anastasiia/Downloads/Series_Classification/0002/16,ok,64,False,True,tra,True,False,1,None,NaN,Valid 3D Grid,MAGNEVIST,NaN,10,0,NaN,0,GR,SP\OSP,PFP\SAT2\SFS,3D,NaN,N,3,5.59,2.38,NaN,1,63.620231,1H,1,1.5,NaN,106,1,250,NaN,10,N,NaN,ORIGINAL_PRIMARY_M_NORM_DIS2D,1.2.840.10008.5.1.4.1.1.4,MR,NaN,16,16,1
/home/anastasiia/Downloads/Series_Classification/0002/3,ok,22,False,False,tra,True,False,1,None,NaN,Valid 3D Grid,NaN,NaN,NaN,NaN,NaN,NaN,SE,SK\SP\OSP,PFP\SAT2,2D,NaN,N,7,900,78,NaN,1,63.620236,1H,1,1.5,8.96,117,256,465,NaN,150,N,NaN,ORIGINAL_PRIMARY_M_NORM_DIS2D,1.2.840.10008.5.1.4.1.1.4,MR,NaN,3,3,1
/home/anastasiia/Downloads/Series_Classification/0002/7,ok,22,False,False,tra,True,False,1,None,NaN,Valid 3D Grid,NaN,NaN,NaN,NaN,NaN,NaN,GR,SP\OSP,SAT2,2D,NaN,N,7,100,2.31,NaN,1,63.620245,1H,1,1.5,8.96,184,1,391,NaN,70,N,NaN,ORIGINAL_PRIMARY_M_NORM_DIS2D,1.2.840.10008.5.1.4.1.1.4,MR,NaN,7,7,1
/home/anastasiia/Downloads/Series_Classification/0002/6,ok,24,False,False,tra,True,False,1,None,NaN,Valid 3D Grid,NaN,NaN,NaN,NaN,NaN,NaN,SE,SK\SP\OSP,SAT2\SFS,2D,NaN,N,7,7497.2727272727,82,NaN,1,63.620243,1H,1,1.5,9.45,238,11,228,NaN,150,N,NaN,ORIGINAL_PRIMARY_M_NORM_DIS2D,1.2.840.10008.5.1.4.1.1.4,MR,NaN,6,6,1
/home/anastasiia/Downloads/Series_Classification/0002/4,ok,25,False,False,cor,True,False,1,None,NaN,Valid 3D Grid,NaN,NaN,NaN,NaN,NaN,NaN,SE,SK\SP\OSP,PFP\SAT2,2D,NaN,N,7,900,78,NaN,1,63.620241,1H,1,1.5,8.96,138,256,465,NaN,150,N,NaN,ORIGINAL_PRIMARY_M_DIS2D,1.2.840.10008.5.1.4.1.1.4,MR,NaN,4,4,1
/home/anastasiia/Downloads/Series_Classification/0002/8,ok,22,False,False,tra,True,False,1,None,NaN,Valid 3D Grid,NaN,NaN,NaN,NaN,NaN,NaN,GR,SP\OSP,SAT2,2D,NaN,N,7,100,4.83,NaN,1,63.620245,1H,2,1.5,8.96,184,1,399,NaN,70,N,NaN,ORIGINAL_PRIMARY_M_NORM_DIS2D,1.2.840.10008.5.1.4.1.1.4,MR,NaN,8,8,1
/home/anastasiia/Downloads/Series_Classification/0003/1,check_geometry,10,False,False,cor,False,False,1,None,NaN,IMAGE_ORIENTATION_INCONSISTENT,NaN,NaN,NaN,NaN,NaN,NaN,GR,SP,NaN,2D,NaN,N,10,15,5,NaN,1,63.642854,1H,1,1.5,15,128,1,179,NaN,40,N,NaN,ORIGINAL_PRIMARY_M_NORM_DIS2D,1.2.840.10008.5.1.4.1.1.4,MR,NaN,1,1,1
/home/anastasiia/Downloads/Series_Classification/0002/9,ok,25,False,False,tra,True,False,1,None,NaN,Valid 3D Grid,NaN,NaN,NaN,NaN,NaN,NaN,GR,SP\OSP,SAT2,2D,NaN,N,7,100,2.31,NaN,1,63.620245,1H,1,1.5,8.96,184,1,391,NaN,70,N,NaN,ORIGINAL_PRIMARY_M_NORM_DIS2D,1.2.840.10008.5.1.4.1.1.4,MR,NaN,9,9,1
/home/anastasiia/Downloads/Series_Classification/0003/15,check_geometry,1,False,True,cor,False,False,1,None,NaN,NON_CUBICAL_IMAGE/GANTRY_TILT,Eovist,NaN,10,0,NaN,0,SE,SK\SP\OSP,PFP\FS,2D,NaN,N,60,4500,762,NaN,1,63.642899,1H,1,1.5,NaN,357,256,150,NaN,180,N,NaN,ORIGINAL_PRIMARY_M_DIS2D,1.2.840.10008.5.1.4.1.1.4,MR,NaN,15,15,1
/home/anastasiia/Downloads/Series_Classification/0003/16,ok,34,False,True,tra,True,False,1,None,NaN,Valid 3D Grid,Eovist,NaN,10,0,NaN,0,EP,SK\SP,PFP\FS,2D,NaN,N,6,4600,74,NaN,6,63.64285,1H,1,1.5,7.5,143,1,1628,NaN,90,N,NaN,DERIVED_PRIMARY_DIFFUSION_NONE_TRACEW_NORM_DIS2D,1.2.840.10008.5.1.4.1.1.4,MR,NaN,16,16,1
/home/anastasiia/Downloads/Series_Classification/0003/10,ok,64,False,False,tra,True,False,1,None,NaN,Valid 3D Grid,NaN,NaN,NaN,NaN,NaN,NaN,GR,SP,PFP\FS,3D,NaN,N,4,4.38,2.06,NaN,1,63.642857,1H,1,1.5,NaN,131,1,349,NaN,12,N,NaN,ORIGINAL_PRIMARY_M_NORM_DIS2D,1.2.840.10008.5.1.4.1.1.4,MR,NaN,10,10,1
/home/anastasiia/Downloads/Series_Classification/0003/11,ok,64,False,True,tra,True,False,1,None,NaN,Valid 3D Grid,Eovist,NaN,10,0,NaN,0,GR,SP,PFP\FS,3D,NaN,N,4,4.33,2.06,NaN,1,63.642857,1H,1,1.5,NaN,131,1,349,NaN,12,N,NaN,ORIGINAL_PRIMARY_M_NORM_DIS2D,1.2.840.10008.5.1.4.1.1.4,MR,NaN,11,11,1
/home/anastasiia/Downloads/Series_Classification/0003/12,ok,64,False,True,tra,True,False,1,None,NaN,Valid 3D Grid,Eovist,NaN,10,0,NaN,0,GR,SP,PFP\FS,3D,NaN,N,4,4.33,2.06,NaN,1,63.642857,1H,1,1.5,NaN,131,1,349,NaN,12,N,NaN,ORIGINAL_PRIMARY_M_NORM_DIS2D,1.2.840.10008.5.1.4.1.1.4,MR,NaN,12,12,2
/home/anastasiia/Downloads/Series_Classification/0003/19,check_geometry,1,False,True,cor,False,False,1,None,NaN,NON_CUBICAL_IMAGE/GANTRY_TILT,Eovist,NaN,10,0,NaN,0,SE,SK\SP\OSP,PFP\FS,2D,NaN,N,60,4500,762,NaN,1,63.642879,1H,1,1.5,NaN,357,256,150,NaN,180,N,NaN,ORIGINAL_PRIMARY_M_DIS2D,1.2.840.10008.5.1.4.1.1.4,MR,NaN,19,19,1
/home/anastasiia/Downloads/Series_Classification/0003/14,ok,64,False,True,tra,True,False,1,None,NaN,Valid 3D Grid,Eovist,NaN,10,0,NaN,0,GR,SP,PFP\FS,3D,NaN,N,4,4.38,2.06,NaN,1,63.642857,1H,1,1.5,NaN,131,1,349,NaN,12,N,NaN,ORIGINAL_PRIMARY_M_NORM_DIS2D,1.2.840.10008.5.1.4.1.1.4,MR,NaN,14,14,1
/home/anastasiia/Downloads/Series_Classification/0003/13,ok,64,False,True,tra,True,False,1,None,NaN,Valid 3D Grid,Eovist,NaN,10,0,NaN,0,GR,SP,PFP\FS,3D,NaN,N,4,4.33,2.06,NaN,1,63.642857,1H,1,1.5,NaN,131,1,349,NaN,12,N,NaN,ORIGINAL_PRIMARY_M_NORM_DIS2D,1.2.840.10008.5.1.4.1.1.4,MR,NaN,13,13,3
/home/anastasiia/Downloads/Series_Classification/0003/17,ok,34,False,True,tra,True,False,1,None,NaN,Valid 3D Grid,Eovist,NaN,10,0,NaN,0,EP,SK\SP,PFP\FS,2D,NaN,N,6,4600,74,NaN,6,63.64285,1H,1,1.5,7.5,143,1,1628,NaN,90,N,NaN,DERIVED_PRIMARY_DIFFUSION_NONE_TRACEW_NORM_DIS2D,1.2.840.10008.5.1.4.1.1.4,MR,NaN,17,17,1
/home/anastasiia/Downloads/Series_Classification/0003/2,ok,26,False,False,cor,True,False,1,None,NaN,Valid 3D Grid,NaN,NaN,NaN,NaN,NaN,NaN,SE,SK\SP\OSP,PFP,2D,NaN,N,6,800,78,NaN,1,63.64285,1H,1,1.5,7.98,213,256,383,NaN,150,N,NaN,ORIGINAL_PRIMARY_M_DIS2D,1.2.840.10008.5.1.4.1.1.4,MR,NaN,2,2,1
/home/anastasiia/Downloads/Series_Classification/0003/18,ok,34,False,True,tra,True,False,1,None,NaN,Valid 3D Grid,Eovist,NaN,10,0,NaN,0,EP,SK\SP,PFP\FS,2D,NaN,N,6,4600,74,NaN,6,63.64285,1H,1,1.5,7.5,143,1,1628,NaN,90,N,NaN,DERIVED_PRIMARY_DIFFUSION_ADC_NORM_DIS2D,1.2.840.10008.5.1.4.1.1.4,MR,NaN,18,18,1
/home/anastasiia/Downloads/Series_Classification/0003/23,ok,30,False,True,tra,True,False,1,None,NaN,Valid 3D Grid,Eovist,NaN,10,0,NaN,0,SE,SK\SP,PFP\SFS,2D,NaN,N,6,800,78,NaN,1,63.642884,1H,1,1.5,7.5,121,256,383,NaN,150,N,NaN,ORIGINAL_PRIMARY_M_DIS2D,1.2.840.10008.5.1.4.1.1.4,MR,NaN,23,23,1
/home/anastasiia/Downloads/Series_Classification/0003/22,ok,34,False,True,tra,True,False,1,None,NaN,Valid 3D Grid,Eovist,NaN,10,0,NaN,0,SE,SK\SP\OSP,SAT2\SFS,2D,NaN,N,6,6894.8333333333,78,NaN,4,63.642872,1H,1,1.5,7.5,228,19,260,NaN,150,N,NaN,ORIGINAL_PRIMARY_M_NORM_DIS2D_FM3_1_FIL,1.2.840.10008.5.1.4.1.1.4,MR,NaN,22,22,1
/home/anastasiia/Downloads/Series_Classification/0003/20,ok,64,False,True,tra,True,False,1,None,NaN,Valid 3D Grid,Eovist,NaN,10,0,NaN,0,GR,SP,PFP\FS,3D,NaN,N,4,4.38,2.06,NaN,1,63.642857,1H,1,1.5,NaN,131,1,349,NaN,12,N,NaN,ORIGINAL_PRIMARY_M_NORM_DIS2D,1.2.840.10008.5.1.4.1.1.4,MR,NaN,20,20,1
/home/anastasiia/Downloads/Series_Classification/0003/24,ok,64,False,True,tra,True,False,1,None,NaN,Valid 3D Grid,Eovist,NaN,10,0,NaN,0,GR,SP\OSP,PFP\FS,3D,NaN,N,4,4.38,2.11,NaN,1,63.642888,1H,1,1.5,NaN,148,1,347,NaN,12,N,NaN,ORIGINAL_PRIMARY_M_NORM_DIS2D,1.2.840.10008.5.1.4.1.1.4,MR,NaN,24,24,1
/home/anastasiia/Downloads/Series_Classification/0004/1,check_geometry,10,False,False,cor,False,False,1,None,NaN,IMAGE_ORIENTATION_INCONSISTENT,NaN,NaN,NaN,NaN,NaN,NaN,GR,SP,NaN,2D,NaN,N,10,15,5,NaN,1,63.642907,1H,1,1.5,15,128,1,179,NaN,40,N,NaN,ORIGINAL_PRIMARY_M_NORM_DIS2D,1.2.840.10008.5.1.4.1.1.4,MR,NaN,1,1,1
/home/anastasiia/Downloads/Series_Classification/0003/25,ok,64,False,True,tra,True,False,1,None,NaN,Valid 3D Grid,Eovist,NaN,10,0,NaN,0,GR,SP\OSP,PFP\FS,3D,NaN,N,4,4.38,2.11,NaN,1,63.642888,1H,1,1.5,NaN,148,1,347,NaN,12,N,NaN,ORIGINAL_PRIMARY_M_NORM_DIS2D,1.2.840.10008.5.1.4.1.1.4,MR,NaN,25,25,1
/home/anastasiia/Downloads/Series_Classification/0003/3,ok,60,False,False,tra,True,False,1,None,NaN,Valid 3D Grid,NaN,NaN,NaN,NaN,NaN,NaN,GR,SP\OSP,PFP\SAT2,3D,NaN,N,4,7.48,4.76,NaN,1,63.642853,1H,2,1.5,NaN,110,1,320,NaN,10,N,NaN,ORIGINAL_PRIMARY_M_NORM_DIS2D_FM3_1_FIL,1.2.840.10008.5.1.4.1.1.4,MR,NaN,3,3,1
/home/anastasiia/Downloads/Series_Classification/0003/4,ok,60,False,False,tra,True,False,1,None,NaN,Valid 3D Grid,NaN,NaN,NaN,NaN,NaN,NaN,GR,SP\OSP,PFP\SAT2,3D,NaN,N,4,7.48,2.38,NaN,1,63.642853,1H,1,1.5,NaN,110,1,292,NaN,10,N,NaN,ORIGINAL_PRIMARY_M_NORM_DIS2D_FM3_1_FIL,1.2.840.10008.5.1.4.1.1.4,MR,NaN,4,4,1
/home/anastasiia/Downloads/Series_Classification/0003/5,ok,60,False,False,tra,True,False,1,None,NaN,Valid 3D Grid,NaN,NaN,NaN,NaN,NaN,NaN,GR,SP\OSP,PFP\SAT2,3D,NaN,N,4,7.48,2.38,NaN,1,63.642853,1H,1,1.5,NaN,110,1,292,NaN,10,N,NaN,ORIGINAL_PRIMARY_M_NORM_DIS2D_FM3_1_FIL,1.2.840.10008.5.1.4.1.1.4,MR,NaN,5,5,1
/home/anastasiia/Downloads/Series_Classification/0003/6,ok,60,False,False,tra,True,False,1,None,NaN,Valid 3D Grid,NaN,NaN,NaN,NaN,NaN,NaN,GR,SP\OSP,PFP\SAT2,3D,NaN,N,4,7.48,2.38,NaN,1,63.642853,1H,1,1.5,NaN,110,1,292,NaN,10,N,NaN,ORIGINAL_PRIMARY_M_NORM_DIS2D_FM3_1_FIL,1.2.840.10008.5.1.4.1.1.4,MR,NaN,6,6,1
/home/anastasiia/Downloads/Series_Classification/0004/14,ok,72,False,False,tra,True,False,1,None,NaN,Valid 3D Grid,NaN,NaN,NaN,NaN,NaN,NaN,GR,SP,PFP\FS,3D,NaN,N,4,4.38,2.02,NaN,1,63.642891,1H,1,1.5,NaN,168,1,349,NaN,12,N,NaN,ORIGINAL_PRIMARY_M_NORM_DIS2D,1.2.840.10008.5.1.4.1.1.4,MR,NaN,14,14,1
/home/anastasiia/Downloads/Series_Classification/0004/2,ok,26,False,False,cor,True,False,1,None,NaN,Valid 3D Grid,NaN,NaN,NaN,NaN,NaN,NaN,SE,SK\SP\OSP,PFP,2D,NaN,N,6,800,78,NaN,1,63.642895,1H,1,1.5,7.98,213,256,383,NaN,150,N,NaN,ORIGINAL_PRIMARY_M_DIS2D,1.2.840.10008.5.1.4.1.1.4,MR,NaN,2,2,1
/home/anastasiia/Downloads/Series_Classification/0004/20,check_geometry,1,False,True,cor,False,False,1,None,NaN,NON_CUBICAL_IMAGE/GANTRY_TILT,eovist,NaN,10,0,NaN,0,SE,SK\SP\OSP,PFP\FS,2D,NaN,N,60,4500,762,NaN,1,63.642891,1H,1,1.5,NaN,357,256,150,NaN,180,N,NaN,ORIGINAL_PRIMARY_M_DIS2D,1.2.840.10008.5.1.4.1.1.4,MR,NaN,20,20,1
